tu_id	speaker	start	end	parent_tu_id	text
1307	PST086_trad	2052.214	2055.053	1306	#_mettete qualcosa mettiamo la nostalgia di casa
1309	PST086_trad	2056.068	2056.882	1308	#_e basta
1312	PST086_trad	2058.680	2060.673	1311	eh la nostalgia di casa e basta
1316	PST086_trad	2065.439	2068.773	1315	cioè noi quando siamo al centro ci sentiamo un pezzo della romania
1332	PST083_trad	2082.960	2084.747	1331	quindi casa o nostalgia di casa
1335	PST087_trad	2084.759	2085.666	1334	nostalgia di casa
1337	PST092_trad	2085.012	2086.292	1336	nostalgia di casa
1349	PST086_trad	2115.840	2117.260	1348	arriva la pioggia
1518	PST085_trad	2397.254	2399.107	1517	ti rompi la testa adesso
1521	PST092_trad	2399.854	2401.750	1520	rompiti la testa
1526	PST092_trad	2407.400	2408.507	1525	tu vuoi morire
1528	PST092_trad	2408.880	2409.860	1527	tu vuoi morire
1533	PST092_trad	2411.400	2413.890	1532	xx xx ho ancora xx xx
